r,Method,Weight,Definition,Threshold_values_schematic,Visualization_range,Threshold_display,Source_note
0.124,PCA,0.707106781186548,,,,,
0.124,K's tau,8.06451612903226,,,,,
0.124,Winsor,1,,,,,
0.124,Quad,1,,,,,
0.124,Ball,1,,,,,
0.124,Shell,0,,,,,
0.124,LR,1,,,,,
0.125,PCA,0.707106781186548,,,,,
0.125,K's tau,8,,,,,
0.125,Winsor,1,,,,,
0.125,Quad,1,,,,,
0.125,Ball,1,,,,,
0.125,Shell,0,,,,,
0.125,LR,1,,,,,
0.126,PCA,0.707106781186548,,,,,
0.126,K's tau,7.93650793650794,,,,,
0.126,Winsor,1,,,,,
0.126,Quad,1,,,,,
0.126,Ball,1,,,,,
0.126,Shell,0,,,,,
0.126,LR,1,,,,,
0.127,PCA,0.707106781186548,,,,,
0.127,K's tau,7.8740157480315,,,,,
0.127,Winsor,1,,,,,
0.127,Quad,1,,,,,
0.127,Ball,1,,,,,
0.127,Shell,0,,,,,
0.127,LR,1,,,,,
0.128,PCA,0.707106781186548,,,,,
0.128,K's tau,7.8125,,,,,
0.128,Winsor,1,,,,,
0.128,Quad,1,,,,,
0.128,Ball,1,,,,,
0.128,Shell,0,,,,,
0.128,LR,1,,,,,
0.129,PCA,0.707106781186548,,,,,
0.129,K's tau,7.75193798449612,,,,,
0.129,Winsor,1,,,,,
0.129,Quad,1,,,,,
0.129,Ball,1,,,,,
0.129,Shell,0,,,,,
0.129,LR,1,,,,,
0.13,PCA,0.707106781186548,,,,,
0.13,K's tau,7.69230769230769,,,,,
0.13,Winsor,1,,,,,
0.13,Quad,1,,,,,
0.13,Ball,1,,,,,
0.13,Shell,0,,,,,
0.13,LR,1,,,,,
0.131,PCA,0.707106781186548,,,,,
0.131,K's tau,7.63358778625954,,,,,
0.131,Winsor,1,,,,,
0.131,Quad,1,,,,,
0.131,Ball,1,,,,,
0.131,Shell,0,,,,,
0.131,LR,1,,,,,
0.132,PCA,0.707106781186548,,,,,
0.132,K's tau,7.57575757575758,,,,,
0.132,Winsor,1,,,,,
0.132,Quad,1,,,,,
0.132,Ball,1,,,,,
0.132,Shell,0,,,,,
0.132,LR,1,,,,,
0.133,PCA,0.707106781186548,,,,,
0.133,K's tau,7.5187969924812,,,,,
0.133,Winsor,1,,,,,
0.133,Quad,1,,,,,
0.133,Ball,1,,,,,
0.133,Shell,0,,,,,
0.133,LR,1,,,,,
0.134,PCA,0.707106781186548,,,,,
0.134,K's tau,7.46268656716418,,,,,
0.134,Winsor,1,,,,,
0.134,Quad,1,,,,,
0.134,Ball,1,,,,,
0.134,Shell,0,,,,,
0.134,LR,1,,,,,
0.135,PCA,0.707106781186548,,,,,
0.135,K's tau,7.40740740740741,,,,,
0.135,Winsor,1,,,,,
0.135,Quad,1,,,,,
0.135,Ball,1,,,,,
0.135,Shell,0,,,,,
0.135,LR,1,,,,,
0.136,PCA,0.707106781186548,,,,,
0.136,K's tau,7.35294117647059,,,,,
0.136,Winsor,1,,,,,
0.136,Quad,1,,,,,
0.136,Ball,1,,,,,
0.136,Shell,0,,,,,
0.136,LR,1,,,,,
0.137,PCA,0.707106781186548,,,,,
0.137,K's tau,7.2992700729927,,,,,
0.137,Winsor,1,,,,,
0.137,Quad,1,,,,,
0.137,Ball,1,,,,,
0.137,Shell,0,,,,,
0.137,LR,1,,,,,
0.138,PCA,0.707106781186548,,,,,
0.138,K's tau,7.2463768115942,,,,,
0.138,Winsor,1,,,,,
0.138,Quad,1,,,,,
0.138,Ball,1,,,,,
0.138,Shell,0,,,,,
0.138,LR,1,,,,,
0.139,PCA,0.707106781186548,,,,,
0.139,K's tau,7.19424460431655,,,,,
0.139,Winsor,1,,,,,
0.139,Quad,1,,,,,
0.139,Ball,1,,,,,
0.139,Shell,0,,,,,
0.139,LR,1,,,,,
0.14,PCA,0.707106781186548,,,,,
0.14,K's tau,7.14285714285714,,,,,
0.14,Winsor,1,,,,,
0.14,Quad,1,,,,,
0.14,Ball,1,,,,,
0.14,Shell,0,,,,,
0.14,LR,1,,,,,
0.141,PCA,0.707106781186548,,,,,
0.141,K's tau,7.09219858156028,,,,,
0.141,Winsor,1,,,,,
0.141,Quad,1,,,,,
0.141,Ball,1,,,,,
0.141,Shell,0,,,,,
0.141,LR,1,,,,,
0.142,PCA,0.707106781186548,,,,,
0.142,K's tau,7.04225352112676,,,,,
0.142,Winsor,1,,,,,
0.142,Quad,1,,,,,
0.142,Ball,1,,,,,
0.142,Shell,0,,,,,
0.142,LR,1,,,,,
0.143,PCA,0.707106781186548,,,,,
0.143,K's tau,6.99300699300699,,,,,
0.143,Winsor,1,,,,,
0.143,Quad,1,,,,,
0.143,Ball,1,,,,,
0.143,Shell,0,,,,,
0.143,LR,1,,,,,
0.144,PCA,0.707106781186548,,,,,
0.144,K's tau,6.94444444444444,,,,,
0.144,Winsor,1,,,,,
0.144,Quad,1,,,,,
0.144,Ball,1,,,,,
0.144,Shell,0,,,,,
0.144,LR,1,,,,,
0.145,PCA,0.707106781186548,,,,,
0.145,K's tau,6.89655172413793,,,,,
0.145,Winsor,1,,,,,
0.145,Quad,1,,,,,
0.145,Ball,1,,,,,
0.145,Shell,0,,,,,
0.145,LR,1,,,,,
0.146,PCA,0.707106781186548,,,,,
0.146,K's tau,6.84931506849315,,,,,
0.146,Winsor,1,,,,,
0.146,Quad,1,,,,,
0.146,Ball,1,,,,,
0.146,Shell,0,,,,,
0.146,LR,1,,,,,
0.147,PCA,0.707106781186548,,,,,
0.147,K's tau,6.80272108843537,,,,,
0.147,Winsor,1,,,,,
0.147,Quad,1,,,,,
0.147,Ball,1,,,,,
0.147,Shell,0,,,,,
0.147,LR,1,,,,,
0.148,PCA,0.707106781186548,,,,,
0.148,K's tau,6.75675675675676,,,,,
0.148,Winsor,1,,,,,
0.148,Quad,1,,,,,
0.148,Ball,1,,,,,
0.148,Shell,0,,,,,
0.148,LR,1,,,,,
0.149,PCA,0.707106781186548,,,,,
0.149,K's tau,6.71140939597315,,,,,
0.149,Winsor,1,,,,,
0.149,Quad,1,,,,,
0.149,Ball,1,,,,,
0.149,Shell,0,,,,,
0.149,LR,1,,,,,
0.15,PCA,0.707106781186548,,,,,
0.15,K's tau,6.66666666666667,,,,,
0.15,Winsor,1,,,,,
0.15,Quad,1,,,,,
0.15,Ball,1,,,,,
0.15,Shell,0,,,,,
0.15,LR,1,,,,,
0.151,PCA,0.707106781186548,,,,,
0.151,K's tau,6.62251655629139,,,,,
0.151,Winsor,1,,,,,
0.151,Quad,1,,,,,
0.151,Ball,1,,,,,
0.151,Shell,0,,,,,
0.151,LR,1,,,,,
0.152,PCA,0.707106781186548,,,,,
0.152,K's tau,6.57894736842105,,,,,
0.152,Winsor,1,,,,,
0.152,Quad,1,,,,,
0.152,Ball,1,,,,,
0.152,Shell,0,,,,,
0.152,LR,1,,,,,
0.153,PCA,0.707106781186548,,,,,
0.153,K's tau,6.5359477124183,,,,,
0.153,Winsor,1,,,,,
0.153,Quad,1,,,,,
0.153,Ball,1,,,,,
0.153,Shell,0,,,,,
0.153,LR,1,,,,,
0.154,PCA,0.707106781186548,,,,,
0.154,K's tau,6.49350649350649,,,,,
0.154,Winsor,1,,,,,
0.154,Quad,1,,,,,
0.154,Ball,1,,,,,
0.154,Shell,0,,,,,
0.154,LR,1,,,,,
0.155,PCA,0.707106781186548,,,,,
0.155,K's tau,6.45161290322581,,,,,
0.155,Winsor,1,,,,,
0.155,Quad,1,,,,,
0.155,Ball,1,,,,,
0.155,Shell,0,,,,,
0.155,LR,1,,,,,
0.156,PCA,0.707106781186548,,,,,
0.156,K's tau,6.41025641025641,,,,,
0.156,Winsor,1,,,,,
0.156,Quad,1,,,,,
0.156,Ball,1,,,,,
0.156,Shell,0,,,,,
0.156,LR,1,,,,,
0.157,PCA,0.707106781186548,,,,,
0.157,K's tau,6.36942675159236,,,,,
0.157,Winsor,1,,,,,
0.157,Quad,1,,,,,
0.157,Ball,1,,,,,
0.157,Shell,0,,,,,
0.157,LR,1,,,,,
0.158,PCA,0.707106781186548,,,,,
0.158,K's tau,6.32911392405063,,,,,
0.158,Winsor,1,,,,,
0.158,Quad,1,,,,,
0.158,Ball,1,,,,,
0.158,Shell,0,,,,,
0.158,LR,1,,,,,
0.159,PCA,0.707106781186548,,,,,
0.159,K's tau,6.28930817610063,,,,,
0.159,Winsor,1,,,,,
0.159,Quad,1,,,,,
0.159,Ball,1,,,,,
0.159,Shell,0,,,,,
0.159,LR,1,,,,,
0.16,PCA,0.707106781186548,,,,,
0.16,K's tau,6.25,,,,,
0.16,Winsor,1,,,,,
0.16,Quad,1,,,,,
0.16,Ball,1,,,,,
0.16,Shell,0,,,,,
0.16,LR,1,,,,,
0.161,PCA,0.707106781186548,,,,,
0.161,K's tau,6.2111801242236,,,,,
0.161,Winsor,1,,,,,
0.161,Quad,1,,,,,
0.161,Ball,1,,,,,
0.161,Shell,0,,,,,
0.161,LR,1,,,,,
0.162,PCA,0.707106781186548,,,,,
0.162,K's tau,6.17283950617284,,,,,
0.162,Winsor,1,,,,,
0.162,Quad,1,,,,,
0.162,Ball,1,,,,,
0.162,Shell,0,,,,,
0.162,LR,1,,,,,
0.163,PCA,0.707106781186548,,,,,
0.163,K's tau,6.13496932515337,,,,,
0.163,Winsor,1,,,,,
0.163,Quad,1,,,,,
0.163,Ball,1,,,,,
0.163,Shell,0,,,,,
0.163,LR,1,,,,,
0.164,PCA,0.707106781186548,,,,,
0.164,K's tau,6.09756097560976,,,,,
0.164,Winsor,1,,,,,
0.164,Quad,1,,,,,
0.164,Ball,1,,,,,
0.164,Shell,0,,,,,
0.164,LR,1,,,,,
0.165,PCA,0.707106781186548,,,,,
0.165,K's tau,6.06060606060606,,,,,
0.165,Winsor,1,,,,,
0.165,Quad,1,,,,,
0.165,Ball,1,,,,,
0.165,Shell,0,,,,,
0.165,LR,1,,,,,
0.166,PCA,0.707106781186548,,,,,
0.166,K's tau,6.02409638554217,,,,,
0.166,Winsor,1,,,,,
0.166,Quad,1,,,,,
0.166,Ball,1,,,,,
0.166,Shell,0,,,,,
0.166,LR,1,,,,,
0.167,PCA,0.707106781186548,,,,,
0.167,K's tau,5.98802395209581,,,,,
0.167,Winsor,1,,,,,
0.167,Quad,1,,,,,
0.167,Ball,1,,,,,
0.167,Shell,0,,,,,
0.167,LR,1,,,,,
0.168,PCA,0.707106781186548,,,,,
0.168,K's tau,5.95238095238095,,,,,
0.168,Winsor,1,,,,,
0.168,Quad,1,,,,,
0.168,Ball,1,,,,,
0.168,Shell,0,,,,,
0.168,LR,1,,,,,
0.169,PCA,0.707106781186548,,,,,
0.169,K's tau,5.91715976331361,,,,,
0.169,Winsor,1,,,,,
0.169,Quad,1,,,,,
0.169,Ball,1,,,,,
0.169,Shell,0,,,,,
0.169,LR,1,,,,,
0.17,PCA,0.707106781186548,,,,,
0.17,K's tau,5.88235294117647,,,,,
0.17,Winsor,1,,,,,
0.17,Quad,1,,,,,
0.17,Ball,1,,,,,
0.17,Shell,0,,,,,
0.17,LR,1,,,,,
0.171,PCA,0.707106781186548,,,,,
0.171,K's tau,5.84795321637427,,,,,
0.171,Winsor,1,,,,,
0.171,Quad,1,,,,,
0.171,Ball,1,,,,,
0.171,Shell,0,,,,,
0.171,LR,1,,,,,
0.172,PCA,0.707106781186548,,,,,
0.172,K's tau,5.81395348837209,,,,,
0.172,Winsor,1,,,,,
0.172,Quad,1,,,,,
0.172,Ball,1,,,,,
0.172,Shell,0,,,,,
0.172,LR,1,,,,,
0.173,PCA,0.707106781186548,,,,,
0.173,K's tau,5.78034682080925,,,,,
0.173,Winsor,1,,,,,
0.173,Quad,1,,,,,
0.173,Ball,1,,,,,
0.173,Shell,0,,,,,
0.173,LR,1,,,,,
0.174,PCA,0.707106781186548,,,,,
0.174,K's tau,5.74712643678161,,,,,
0.174,Winsor,1,,,,,
0.174,Quad,1,,,,,
0.174,Ball,1,,,,,
0.174,Shell,0,,,,,
0.174,LR,1,,,,,
0.175,PCA,0.707106781186548,,,,,
0.175,K's tau,5.71428571428571,,,,,
0.175,Winsor,1,,,,,
0.175,Quad,1,,,,,
0.175,Ball,1,,,,,
0.175,Shell,0,,,,,
0.175,LR,1,,,,,
0.176,PCA,0.707106781186548,,,,,
0.176,K's tau,5.68181818181818,,,,,
0.176,Winsor,1,,,,,
0.176,Quad,1,,,,,
0.176,Ball,1,,,,,
0.176,Shell,0,,,,,
0.176,LR,1,,,,,
0.177,PCA,0.707106781186548,,,,,
0.177,K's tau,5.64971751412429,,,,,
0.177,Winsor,1,,,,,
0.177,Quad,1,,,,,
0.177,Ball,1,,,,,
0.177,Shell,0,,,,,
0.177,LR,1,,,,,
0.178,PCA,0.707106781186548,,,,,
0.178,K's tau,5.61797752808989,,,,,
0.178,Winsor,1,,,,,
0.178,Quad,1,,,,,
0.178,Ball,1,,,,,
0.178,Shell,0,,,,,
0.178,LR,1,,,,,
0.179,PCA,0.707106781186548,,,,,
0.179,K's tau,5.58659217877095,,,,,
0.179,Winsor,1,,,,,
0.179,Quad,1,,,,,
0.179,Ball,1,,,,,
0.179,Shell,0,,,,,
0.179,LR,1,,,,,
0.18,PCA,0.707106781186548,,,,,
0.18,K's tau,5.55555555555555,,,,,
0.18,Winsor,1,,,,,
0.18,Quad,1,,,,,
0.18,Ball,1,,,,,
0.18,Shell,0,,,,,
0.18,LR,1,,,,,
0.181,PCA,0.707106781186548,,,,,
0.181,K's tau,5.52486187845304,,,,,
0.181,Winsor,1,,,,,
0.181,Quad,1,,,,,
0.181,Ball,1,,,,,
0.181,Shell,0,,,,,
0.181,LR,1,,,,,
0.182,PCA,0.707106781186548,,,,,
0.182,K's tau,5.49450549450549,,,,,
0.182,Winsor,1,,,,,
0.182,Quad,1,,,,,
0.182,Ball,1,,,,,
0.182,Shell,0,,,,,
0.182,LR,1,,,,,
0.183,PCA,0.707106781186548,,,,,
0.183,K's tau,5.46448087431694,,,,,
0.183,Winsor,1,,,,,
0.183,Quad,1,,,,,
0.183,Ball,1,,,,,
0.183,Shell,0,,,,,
0.183,LR,1,,,,,
0.184,PCA,0.707106781186548,,,,,
0.184,K's tau,5.43478260869565,,,,,
0.184,Winsor,1,,,,,
0.184,Quad,1,,,,,
0.184,Ball,1,,,,,
0.184,Shell,0,,,,,
0.184,LR,1,,,,,
0.185,PCA,0.707106781186548,,,,,
0.185,K's tau,5.4054054054054,,,,,
0.185,Winsor,1,,,,,
0.185,Quad,1,,,,,
0.185,Ball,1,,,,,
0.185,Shell,0,,,,,
0.185,LR,1,,,,,
0.186,PCA,0.707106781186548,,,,,
0.186,K's tau,5.37634408602151,,,,,
0.186,Winsor,1,,,,,
0.186,Quad,1,,,,,
0.186,Ball,1,,,,,
0.186,Shell,0,,,,,
0.186,LR,1,,,,,
0.187,PCA,0.707106781186548,,,,,
0.187,K's tau,5.3475935828877,,,,,
0.187,Winsor,1,,,,,
0.187,Quad,1,,,,,
0.187,Ball,1,,,,,
0.187,Shell,0,,,,,
0.187,LR,1,,,,,
0.188,PCA,0.707106781186548,,,,,
0.188,K's tau,5.31914893617021,,,,,
0.188,Winsor,1,,,,,
0.188,Quad,1,,,,,
0.188,Ball,1,,,,,
0.188,Shell,0,,,,,
0.188,LR,1,,,,,
0.189,PCA,0.707106781186548,,,,,
0.189,K's tau,5.29100529100529,,,,,
0.189,Winsor,1,,,,,
0.189,Quad,1,,,,,
0.189,Ball,1,,,,,
0.189,Shell,0,,,,,
0.189,LR,1,,,,,
0.19,PCA,0.707106781186548,,,,,
0.19,K's tau,5.26315789473684,,,,,
0.19,Winsor,1,,,,,
0.19,Quad,1,,,,,
0.19,Ball,1,,,,,
0.19,Shell,0,,,,,
0.19,LR,1,,,,,
0.191,PCA,0.707106781186548,,,,,
0.191,K's tau,5.23560209424084,,,,,
0.191,Winsor,1,,,,,
0.191,Quad,1,,,,,
0.191,Ball,1,,,,,
0.191,Shell,0,,,,,
0.191,LR,1,,,,,
0.192,PCA,0.707106781186548,,,,,
0.192,K's tau,5.20833333333333,,,,,
0.192,Winsor,1,,,,,
0.192,Quad,1,,,,,
0.192,Ball,1,,,,,
0.192,Shell,0,,,,,
0.192,LR,1,,,,,
0.193,PCA,0.707106781186548,,,,,
0.193,K's tau,5.18134715025907,,,,,
0.193,Winsor,1,,,,,
0.193,Quad,1,,,,,
0.193,Ball,1,,,,,
0.193,Shell,0,,,,,
0.193,LR,1,,,,,
0.194,PCA,0.707106781186548,,,,,
0.194,K's tau,5.15463917525773,,,,,
0.194,Winsor,1,,,,,
0.194,Quad,1,,,,,
0.194,Ball,1,,,,,
0.194,Shell,0,,,,,
0.194,LR,1,,,,,
0.195,PCA,0.707106781186548,,,,,
0.195,K's tau,5.12820512820513,,,,,
0.195,Winsor,1,,,,,
0.195,Quad,1,,,,,
0.195,Ball,1,,,,,
0.195,Shell,0,,,,,
0.195,LR,1,,,,,
0.196,PCA,0.707106781186548,,,,,
0.196,K's tau,5.10204081632653,,,,,
0.196,Winsor,1,,,,,
0.196,Quad,1,,,,,
0.196,Ball,1,,,,,
0.196,Shell,0,,,,,
0.196,LR,1,,,,,
0.197,PCA,0.707106781186548,,,,,
0.197,K's tau,5.0761421319797,,,,,
0.197,Winsor,1,,,,,
0.197,Quad,1,,,,,
0.197,Ball,1,,,,,
0.197,Shell,0,,,,,
0.197,LR,1,,,,,
0.198,PCA,0.707106781186548,,,,,
0.198,K's tau,5.05050505050505,,,,,
0.198,Winsor,1,,,,,
0.198,Quad,1,,,,,
0.198,Ball,1,,,,,
0.198,Shell,0,,,,,
0.198,LR,1,,,,,
0.199,PCA,0.707106781186548,,,,,
0.199,K's tau,5.0251256281407,,,,,
0.199,Winsor,1,,,,,
0.199,Quad,1,,,,,
0.199,Ball,1,,,,,
0.199,Shell,0,,,,,
0.199,LR,1,,,,,
0.2,PCA,0.707106781186548,,,,,
0.2,K's tau,5,,,,,
0.2,Winsor,1,,,,,
0.2,Quad,1,,,,,
0.2,Ball,1,,,,,
0.2,Shell,0,,,,,
0.2,LR,1,,,,,
0.201,PCA,0.707106781186548,,,,,
0.201,K's tau,4.97512437810945,,,,,
0.201,Winsor,1,,,,,
0.201,Quad,1,,,,,
0.201,Ball,1,,,,,
0.201,Shell,0,,,,,
0.201,LR,1,,,,,
0.202,PCA,0.707106781186548,,,,,
0.202,K's tau,4.95049504950495,,,,,
0.202,Winsor,1,,,,,
0.202,Quad,1,,,,,
0.202,Ball,1,,,,,
0.202,Shell,0,,,,,
0.202,LR,1,,,,,
0.203,PCA,0.707106781186548,,,,,
0.203,K's tau,4.92610837438424,,,,,
0.203,Winsor,1,,,,,
0.203,Quad,1,,,,,
0.203,Ball,1,,,,,
0.203,Shell,0,,,,,
0.203,LR,1,,,,,
0.204,PCA,0.707106781186548,,,,,
0.204,K's tau,4.90196078431373,,,,,
0.204,Winsor,1,,,,,
0.204,Quad,1,,,,,
0.204,Ball,1,,,,,
0.204,Shell,0,,,,,
0.204,LR,1,,,,,
0.205,PCA,0.707106781186548,,,,,
0.205,K's tau,4.87804878048781,,,,,
0.205,Winsor,1,,,,,
0.205,Quad,1,,,,,
0.205,Ball,1,,,,,
0.205,Shell,0,,,,,
0.205,LR,1,,,,,
0.206,PCA,0.707106781186548,,,,,
0.206,K's tau,4.85436893203884,,,,,
0.206,Winsor,1,,,,,
0.206,Quad,1,,,,,
0.206,Ball,1,,,,,
0.206,Shell,0,,,,,
0.206,LR,1,,,,,
0.207,PCA,0.707106781186548,,,,,
0.207,K's tau,4.83091787439614,,,,,
0.207,Winsor,1,,,,,
0.207,Quad,1,,,,,
0.207,Ball,1,,,,,
0.207,Shell,0,,,,,
0.207,LR,1,,,,,
0.208,PCA,0.707106781186548,,,,,
0.208,K's tau,4.80769230769231,,,,,
0.208,Winsor,1,,,,,
0.208,Quad,1,,,,,
0.208,Ball,1,,,,,
0.208,Shell,0,,,,,
0.208,LR,1,,,,,
0.209,PCA,0.707106781186548,,,,,
0.209,K's tau,4.78468899521531,,,,,
0.209,Winsor,1,,,,,
0.209,Quad,1,,,,,
0.209,Ball,1,,,,,
0.209,Shell,0,,,,,
0.209,LR,1,,,,,
0.21,PCA,0.707106781186548,,,,,
0.21,K's tau,4.76190476190476,,,,,
0.21,Winsor,1,,,,,
0.21,Quad,1,,,,,
0.21,Ball,1,,,,,
0.21,Shell,0,,,,,
0.21,LR,1,,,,,
0.211,PCA,0.707106781186548,,,,,
0.211,K's tau,4.73933649289099,,,,,
0.211,Winsor,1,,,,,
0.211,Quad,1,,,,,
0.211,Ball,1,,,,,
0.211,Shell,0,,,,,
0.211,LR,1,,,,,
0.212,PCA,0.707106781186548,,,,,
0.212,K's tau,4.71698113207547,,,,,
0.212,Winsor,1,,,,,
0.212,Quad,1,,,,,
0.212,Ball,1,,,,,
0.212,Shell,0,,,,,
0.212,LR,1,,,,,
0.213,PCA,0.707106781186548,,,,,
0.213,K's tau,4.69483568075117,,,,,
0.213,Winsor,1,,,,,
0.213,Quad,1,,,,,
0.213,Ball,1,,,,,
0.213,Shell,0,,,,,
0.213,LR,1,,,,,
0.214,PCA,0.707106781186548,,,,,
0.214,K's tau,4.67289719626168,,,,,
0.214,Winsor,1,,,,,
0.214,Quad,1,,,,,
0.214,Ball,1,,,,,
0.214,Shell,0,,,,,
0.214,LR,1,,,,,
0.215,PCA,0.707106781186548,,,,,
0.215,K's tau,4.65116279069767,,,,,
0.215,Winsor,1,,,,,
0.215,Quad,1,,,,,
0.215,Ball,1,,,,,
0.215,Shell,0,,,,,
0.215,LR,1,,,,,
0.216,PCA,0.707106781186548,,,,,
0.216,K's tau,4.62962962962963,,,,,
0.216,Winsor,1,,,,,
0.216,Quad,1,,,,,
0.216,Ball,1,,,,,
0.216,Shell,0,,,,,
0.216,LR,1,,,,,
0.217,PCA,0.707106781186548,,,,,
0.217,K's tau,4.60829493087558,,,,,
0.217,Winsor,1,,,,,
0.217,Quad,1,,,,,
0.217,Ball,1,,,,,
0.217,Shell,0,,,,,
0.217,LR,1,,,,,
0.218,PCA,0.707106781186548,,,,,
0.218,K's tau,4.58715596330275,,,,,
0.218,Winsor,1,,,,,
0.218,Quad,1,,,,,
0.218,Ball,1,,,,,
0.218,Shell,0,,,,,
0.218,LR,1,,,,,
0.219,PCA,0.707106781186548,,,,,
0.219,K's tau,4.5662100456621,,,,,
0.219,Winsor,1,,,,,
0.219,Quad,1,,,,,
0.219,Ball,1,,,,,
0.219,Shell,0,,,,,
0.219,LR,1,,,,,
0.22,PCA,0.707106781186548,,,,,
0.22,K's tau,4.54545454545455,,,,,
0.22,Winsor,1,,,,,
0.22,Quad,1,,,,,
0.22,Ball,1,,,,,
0.22,Shell,0,,,,,
0.22,LR,1,,,,,
0.221,PCA,0.707106781186548,,,,,
0.221,K's tau,4.52488687782805,,,,,
0.221,Winsor,1,,,,,
0.221,Quad,1,,,,,
0.221,Ball,1,,,,,
0.221,Shell,0,,,,,
0.221,LR,1,,,,,
0.222,PCA,0.707106781186548,,,,,
0.222,K's tau,4.50450450450451,,,,,
0.222,Winsor,1,,,,,
0.222,Quad,1,,,,,
0.222,Ball,1,,,,,
0.222,Shell,0,,,,,
0.222,LR,1,,,,,
0.223,PCA,0.707106781186548,,,,,
0.223,K's tau,4.48430493273543,,,,,
0.223,Winsor,1,,,,,
0.223,Quad,1,,,,,
0.223,Ball,1,,,,,
0.223,Shell,0,,,,,
0.223,LR,1,,,,,
0.224,PCA,0.707106781186548,,,,,
0.224,K's tau,4.46428571428571,,,,,
0.224,Winsor,1,,,,,
0.224,Quad,1,,,,,
0.224,Ball,1,,,,,
0.224,Shell,0,,,,,
0.224,LR,1,,,,,
0.225,PCA,0.707106781186548,,,,,
0.225,K's tau,4.44444444444444,,,,,
0.225,Winsor,1,,,,,
0.225,Quad,1,,,,,
0.225,Ball,1,,,,,
0.225,Shell,0,,,,,
0.225,LR,1,,,,,
0.226,PCA,0.707106781186548,,,,,
0.226,K's tau,4.42477876106195,,,,,
0.226,Winsor,1,,,,,
0.226,Quad,1,,,,,
0.226,Ball,1,,,,,
0.226,Shell,0,,,,,
0.226,LR,1,,,,,
0.227,PCA,0.707106781186548,,,,,
0.227,K's tau,4.40528634361233,,,,,
0.227,Winsor,1,,,,,
0.227,Quad,1,,,,,
0.227,Ball,1,,,,,
0.227,Shell,0,,,,,
0.227,LR,1,,,,,
0.228,PCA,0.707106781186548,,,,,
0.228,K's tau,4.3859649122807,,,,,
0.228,Winsor,1,,,,,
0.228,Quad,1,,,,,
0.228,Ball,1,,,,,
0.228,Shell,0,,,,,
0.228,LR,1,,,,,
0.229,PCA,0.707106781186548,,,,,
0.229,K's tau,4.36681222707424,,,,,
0.229,Winsor,1,,,,,
0.229,Quad,1,,,,,
0.229,Ball,1,,,,,
0.229,Shell,0,,,,,
0.229,LR,1,,,,,
0.23,PCA,0.707106781186548,,,,,
0.23,K's tau,4.34782608695652,,,,,
0.23,Winsor,1,,,,,
0.23,Quad,1,,,,,
0.23,Ball,1,,,,,
0.23,Shell,0,,,,,
0.23,LR,1,,,,,
0.231,PCA,0.707106781186548,,,,,
0.231,K's tau,4.32900432900433,,,,,
0.231,Winsor,1,,,,,
0.231,Quad,1,,,,,
0.231,Ball,1,,,,,
0.231,Shell,0,,,,,
0.231,LR,1,,,,,
0.232,PCA,0.707106781186548,,,,,
0.232,K's tau,4.31034482758621,,,,,
0.232,Winsor,1,,,,,
0.232,Quad,1,,,,,
0.232,Ball,1,,,,,
0.232,Shell,0,,,,,
0.232,LR,1,,,,,
0.233,PCA,0.707106781186548,,,,,
0.233,K's tau,4.29184549356223,,,,,
0.233,Winsor,1,,,,,
0.233,Quad,1,,,,,
0.233,Ball,1,,,,,
0.233,Shell,0,,,,,
0.233,LR,1,,,,,
0.234,PCA,0.707106781186548,,,,,
0.234,K's tau,4.27350427350427,,,,,
0.234,Winsor,1,,,,,
0.234,Quad,1,,,,,
0.234,Ball,1,,,,,
0.234,Shell,0,,,,,
0.234,LR,1,,,,,
0.235,PCA,0.707106781186548,,,,,
0.235,K's tau,4.25531914893617,,,,,
0.235,Winsor,1,,,,,
0.235,Quad,1,,,,,
0.235,Ball,1,,,,,
0.235,Shell,0,,,,,
0.235,LR,1,,,,,
0.236,PCA,0.707106781186548,,,,,
0.236,K's tau,4.23728813559322,,,,,
0.236,Winsor,1,,,,,
0.236,Quad,1,,,,,
0.236,Ball,1,,,,,
0.236,Shell,0,,,,,
0.236,LR,1,,,,,
0.237,PCA,0.707106781186548,,,,,
0.237,K's tau,4.21940928270042,,,,,
0.237,Winsor,1,,,,,
0.237,Quad,1,,,,,
0.237,Ball,1,,,,,
0.237,Shell,0,,,,,
0.237,LR,1,,,,,
0.238,PCA,0.707106781186548,,,,,
0.238,K's tau,4.20168067226891,,,,,
0.238,Winsor,1,,,,,
0.238,Quad,1,,,,,
0.238,Ball,1,,,,,
0.238,Shell,0,,,,,
0.238,LR,1,,,,,
0.239,PCA,0.707106781186548,,,,,
0.239,K's tau,4.18410041841004,,,,,
0.239,Winsor,1,,,,,
0.239,Quad,1,,,,,
0.239,Ball,1,,,,,
0.239,Shell,0,,,,,
0.239,LR,1,,,,,
0.24,PCA,0.707106781186548,,,,,
0.24,K's tau,4.16666666666667,,,,,
0.24,Winsor,1,,,,,
0.24,Quad,1,,,,,
0.24,Ball,1,,,,,
0.24,Shell,0,,,,,
0.24,LR,1,,,,,
0.241,PCA,0.707106781186548,,,,,
0.241,K's tau,4.149377593361,,,,,
0.241,Winsor,1,,,,,
0.241,Quad,1,,,,,
0.241,Ball,1,,,,,
0.241,Shell,0,,,,,
0.241,LR,1,,,,,
0.242,PCA,0.707106781186548,,,,,
0.242,K's tau,4.13223140495868,,,,,
