Metric,PerturbationCondition,Level,Method,Mean,SD,N
NMI,Shifted-cell fraction,2%,PCP,0.96082775268275,0.0180726209257784,10
NMI,Shifted-cell fraction,2%,PCA,0.701761721835977,0.0703632007960903,10
NMI,Shifted-cell fraction,2%,K's tau,0.842156435694386,0.0887105631332762,10
NMI,Shifted-cell fraction,2%,Winsor,0.706176621870056,0.0756271111652778,10
NMI,Shifted-cell fraction,2%,Quad,0.705307940663544,0.060859445379259,10
NMI,Shifted-cell fraction,2%,Ball,0.804215202552216,0.100542055993147,10
NMI,Shifted-cell fraction,2%,Shell,0.697998371587807,0.0651573100875556,10
NMI,Shifted-cell fraction,2%,LR,0.780069387205437,0.0962669275872572,10
NMI,Shifted-cell fraction,4%,PcaGrid,0.00828994751461843,0.00437029354038352,10
NMI,Shifted-cell fraction,4%,PcaHubert,0.816161964849876,0.104975894854959,10
NMI,Shifted-cell fraction,4%,PCP,0.960472979345118,0.0178329217476426,10
NMI,Shifted-cell fraction,4%,PCA,0.687569029216967,0.0495200749169353,10
NMI,Shifted-cell fraction,4%,K's tau,0.847749209240235,0.0859217657456501,10
NMI,Shifted-cell fraction,4%,Winsor,0.703267010213773,0.0521744521153489,10
NMI,Shifted-cell fraction,4%,Quad,0.718641244126545,0.0631589488750915,10
NMI,Shifted-cell fraction,4%,Ball,0.786040324099928,0.0734666121855858,10
NMI,Shifted-cell fraction,4%,Shell,0.713541983046174,0.0448284241843337,10
NMI,Shifted-cell fraction,4%,LR,0.761042375384993,0.0712614409370635,10
NMI,Shifted-cell fraction,6%,PcaGrid,0.00744191222826761,0.00304133207037963,10
NMI,Shifted-cell fraction,6%,PcaHubert,0.798654367722469,0.094596513387443,10
NMI,Shifted-cell fraction,6%,PCP,0.939834391848537,0.0732421963840487,10
NMI,Shifted-cell fraction,6%,PCA,0.699429373747895,0.0474631621803389,10
NMI,Shifted-cell fraction,6%,K's tau,0.814880786980076,0.10574351498584,10
NMI,Shifted-cell fraction,6%,Winsor,0.70737228352518,0.046904027833103,10
NMI,Shifted-cell fraction,6%,Quad,0.733746412860737,0.0376782005880432,10
NMI,Shifted-cell fraction,6%,Ball,0.782998894917753,0.108301466589459,10
NMI,Shifted-cell fraction,6%,Shell,0.707492997772464,0.043845999534659,10
NMI,Shifted-cell fraction,6%,LR,0.786055661633804,0.0689911052574545,10
NMI,Shifted-cell fraction,8%,PcaGrid,0.0087763482788738,0.0035444785970644,10
NMI,Shifted-cell fraction,8%,PcaHubert,0.799033001335757,0.0969133038734552,10
NMI,Shifted-cell fraction,8%,PCP,0.957730997099605,0.0182307114032867,10
NMI,Shifted-cell fraction,8%,PCA,0.699128122257569,0.0433593338696528,10
NMI,Shifted-cell fraction,8%,K's tau,0.843466276237442,0.0951848668224131,10
NMI,Shifted-cell fraction,8%,Winsor,0.701072676667071,0.0443607303826703,10
NMI,Shifted-cell fraction,8%,Quad,0.723805402282025,0.0665420469075238,10
NMI,Shifted-cell fraction,8%,Ball,0.78221098448862,0.0902098715984269,10
NMI,Shifted-cell fraction,8%,Shell,0.697932231763736,0.055860339078661,10
NMI,Shifted-cell fraction,8%,LR,0.739316889776243,0.0592774633711768,10
NMI,Shifted-cell fraction,10%,PcaGrid,0.00797702242378384,0.0011282449125767,10
NMI,Shifted-cell fraction,10%,PcaHubert,0.812825905177526,0.090610717361612,10
NMI,Shifted-cell fraction,10%,PCP,0.958835335769393,0.0194623628102828,10
NMI,Shifted-cell fraction,10%,PCA,0.709838053149811,0.0567753310776853,10
NMI,Shifted-cell fraction,10%,K's tau,0.821052078277782,0.112600022387123,10
NMI,Shifted-cell fraction,10%,Winsor,0.706275242702243,0.0531318868229095,10
NMI,Shifted-cell fraction,10%,Quad,0.709161920719092,0.0596951852340893,10
NMI,Shifted-cell fraction,10%,Ball,0.813055457660252,0.0857648259927105,10
NMI,Shifted-cell fraction,10%,Shell,0.712573604959778,0.056254177626701,10
NMI,Shifted-cell fraction,10%,LR,0.763498048291354,0.0944525604370475,10
ARI,Shift magnitude,1.5,PcaGrid,0.00375923739408639,0.00392926771011238,10
ARI,Shift magnitude,1.5,PcaHubert,0.795126842725183,0.107810038467157,10
ARI,Shift magnitude,1.5,PCP,0.981000662631974,0.00792563612060689,10
ARI,Shift magnitude,1.5,PCA,0.684732865832257,0.082244963429965,10
ARI,Shift magnitude,1.5,K's tau,0.830456054824003,0.138675613903741,10
ARI,Shift magnitude,1.5,Winsor,0.662795752764366,0.0593667546454455,10
ARI,Shift magnitude,1.5,Quad,0.673703527440836,0.0728581341507782,10
ARI,Shift magnitude,1.5,Ball,0.77213989572248,0.116991161767877,10
ARI,Shift magnitude,1.5,Shell,0.656196786347675,0.0509279065606505,10
ARI,Shift magnitude,1.5,LR,0.737574825868559,0.105549100510713,10
ARI,Shift magnitude,2,PcaGrid,0.00191932781903486,0.00145958373379204,10
ARI,Shift magnitude,2,PcaHubert,0.785772992572132,0.113198160439179,10
ARI,Shift magnitude,2,PCP,0.980987280973,0.00813317233454075,10
ARI,Shift magnitude,2,PCA,0.668147510203893,0.112936894676483,10
ARI,Shift magnitude,2,K's tau,0.84103881160892,0.103979440172113,10
ARI,Shift magnitude,2,Winsor,0.665711306321638,0.116258854060636,10
ARI,Shift magnitude,2,Quad,0.661348327407273,0.0890135641527424,10
ARI,Shift magnitude,2,Ball,0.783660826426453,0.131672735102014,10
ARI,Shift magnitude,2,Shell,0.644394992749748,0.0822905230704929,10
ARI,Shift magnitude,2,LR,0.753003682681831,0.128551199357432,10
ARI,Shift magnitude,3,PcaGrid,0.00169254083007418,0.0050852136883674,10
ARI,Shift magnitude,3,PcaHubert,0.808097528703274,0.116498687315014,10
ARI,Shift magnitude,3,PCP,0.980746517136896,0.0085275045165685,10
ARI,Shift magnitude,3,PCA,0.687750410745357,0.0727535826324888,10
ARI,Shift magnitude,3,K's tau,0.824423014836057,0.150012651672722,10
ARI,Shift magnitude,3,Winsor,0.64706882351698,0.0698291034002868,10
ARI,Shift magnitude,3,Quad,0.646217441753942,0.0850831949117977,10
ARI,Shift magnitude,3,Ball,0.753241387951624,0.0957957147516823,10
ARI,Shift magnitude,3,Shell,0.63410002128338,0.0731348698781071,10
ARI,Shift magnitude,3,LR,0.739380236226538,0.0961080684652893,10
ARI,Shift magnitude,4,PcaGrid,0.00054156383812491,0.0021067103156126,10
ARI,Shift magnitude,4,PcaHubert,0.826878932343053,0.10796836378835,10
ARI,Shift magnitude,4,PCP,0.980615024796775,0.00840047768092271,10
ARI,Shift magnitude,4,PCA,0.641833280336511,0.0564285936893038,10
ARI,Shift magnitude,4,K's tau,0.847756867039233,0.15566391371244,10
ARI,Shift magnitude,4,Winsor,0.658392840764267,0.103964495870911,10
ARI,Shift magnitude,4,Quad,0.696802326940882,0.11781048352353,10
